0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
3, 262, 3.5804, 5.0000, 0.0009, 0.0172, 10.3000, 0.4196, -646.0800, 1970.6672, 11.5000, 22.4000, 0.0003, 0.5043, 211.8489, 0.8278, 0.1492, 26.0000, 0.0301, 9.6425, 1.6875, 6.6607, 3.1000, 41.3365, 9.4700, 13.0585, 18.9600, 47.2034, 8.0000, 0.0014, 0.6410
4, 962, 3.9083, 4.0000, 0.0007, 0.0199, 8.6000, 0.4000, -577.0400, 2453.5895, 8.5000, 20.0000, 0.0002, 0.5440, 130.5600, 0.8071, 0.1574, 24.0000, 0.0184, 9.5191, 1.6667, 6.9917, 3.1000, 45.5350, 10.3100, 11.8767, 16.0000, 76.5931, 8.0000, 0.0142, 0.6720
5, 1670, 4.5556, 4.0000, 0.0010, 0.0344, 6.4000, 0.3333, -520.5300, 3257.6703, 7.5000, 18.0000, 0.0002, 0.7931, 53.5077, 0.7216, 0.1684, 6.0000, 0.0344, 7.8835, 1.5556, 7.5926, 7.8000, 56.9650, 8.3400, 9.7856, 13.1259, 186.8889, 1.0000, 0.0687, 0.8793
6, 1964, 3.8481, 4.0000, 0.0024, 0.0125, 8.5000, 0.4051, -764.7600, 1573.0012, 14.0000, 26.3333, 0.0006, 0.5122, 151.6954, 0.8087, 0.1580, 16.0000, 0.0561, 9.0105, 1.5316, 7.0759, 3.1000, 50.5295, 10.1400, 12.7534, 18.1283, 65.9216, 4.0000, 0.0146, 0.6951
7, 2448, 4.1928, 4.0000, 0.0023, 0.0127, 6.8000, 0.3735, -806.2400, 1629.4475, 16.0000, 27.6667, 0.0007, 0.5000, 89.2374, 0.7924, 0.1674, 8.0000, 0.0763, 8.9924, 1.6386, 7.3494, 7.8000, 40.1316, 8.8600, 14.5349, 18.2956, 112.0606, 8.0000, 0.0212, 0.7093
8, 2923, 4.4638, 4.0000, 0.0021, 0.0244, 8.6000, 0.3333, -276.7900, 1726.2127, 4.0000, 9.8571, 0.0005, 0.5867, 128.0000, 0.7922, 0.1565, 12.0000, 0.0465, 8.6750, 1.6232, 8.5652, 6.9000, 59.5083, 8.5500, 7.4079, 12.6385, 78.1250, 3.0000, 0.0269, 0.7467
9, 3335, 4.1653, 4.0000, 0.0010, 0.0226, 9.9000, 0.3554, -699.8400, 2145.4852, 12.0000, 24.2000, 0.0002, 0.5645, 97.5546, 0.8192, 0.1511, 23.0000, 0.0226, 9.3150, 1.7521, 6.8347, 5.7000, 34.0472, 9.9300, 14.5224, 20.2585, 102.5067, 12.0000, 0.0071, 0.7097
10, 4046, 4.1310, 4.0000, 0.0003, 0.0304, 8.1000, 0.4167, -696.1500, 2450.5915, 11.0000, 24.0000, 0.0002, 0.5600, 122.7755, 0.7957, 0.1609, 40.0000, 0.0141, 9.7454, 1.5119, 7.1071, 5.3000, 54.5679, 8.8000, 11.6105, 16.5048, 81.4495, 5.0000, 0.0130, 0.6686
11, 4969, 4.3777, 4.0000, 0.0005, 0.0211, 8.0000, 0.3777, -847.9600, 2030.5118, 13.0000, 29.1250, 0.0001, 0.5021, 93.8359, 0.8112, 0.1616, 56.0000, 0.0151, 9.9507, 1.5794, 6.8541, 6.6000, 43.6560, 8.8500, 14.4057, 18.5170, 106.5690, 11.0000, 0.0060, 0.6527
12, 6296, 4.3882, 4.0000, 0.0011, 0.0229, 10.1000, 0.3750, -626.0400, 1657.8806, 9.0000, 21.7143, 0.0003, 0.4717, 94.1418, 0.8255, 0.1505, 33.0000, 0.0185, 9.7792, 1.6579, 7.2632, 5.3000, 44.5371, 9.0800, 12.4417, 17.3699, 106.2227, 12.0000, 0.0011, 0.6541
13, 7216, 4.3636, 4.0000, 0.0005, 0.0197, 8.0000, 0.4091, -637.0600, 3104.0669, 9.0000, 22.0000, 0.0002, 0.5507, 145.9777, 0.8100, 0.1612, 27.0000, 0.0210, 9.6604, 1.6742, 7.2273, 7.2000, 42.8641, 8.9600, 12.7461, 17.5879, 68.5036, 11.0000, 0.0066, 0.6594
14, 7982, 3.9048, 4.0000, 0.0022, 0.0163, 8.0000, 0.4762, -607.2400, 3044.5224, 11.0000, 21.0000, 0.0002, 0.9091, 41.3223, 0.8130, 0.1545, 1.0000, 0.0244, 6.2400, 1.3810, 6.6190, 3.1000, 68.6914, 8.2700, 8.8952, 14.1143, 242.0000, 1.0000, 0.0081, 0.9545
15, 8108, 4.1724, 4.0000, 0.0012, 0.0189, 6.3000, 0.3966, -814.7000, 2400.0258, 15.5000, 28.0000, 0.0003, 0.6279, 86.5333, 0.7979, 0.1642, 9.0000, 0.0442, 8.7305, 1.5690, 7.3448, 3.1000, 54.4772, 9.6200, 10.4638, 17.3905, 115.5625, 8.0000, 0.0126, 0.7674
16, 8429, 4.1354, 4.0000, 0.0005, 0.0244, 7.7000, 0.3958, -763.2200, 2415.4175, 15.0000, 26.2500, 0.0001, 0.4861, 122.1708, 0.8096, 0.1647, 42.0000, 0.0189, 10.1243, 1.5208, 6.8646, 5.1000, 53.8125, 8.8900, 11.7158, 16.9762, 81.8526, 15.0000, 0.0009, 0.6204
17, 9498, 4.0537, 4.0000, 0.0005, 0.0309, 9.0000, 0.3960, -719.6200, 2972.9328, 8.0000, 24.8333, 0.0002, 0.5260, 123.9669, 0.8135, 0.1556, 31.0000, 0.0095, 9.7505, 1.5705, 6.7517, 3.1000, 48.7674, 8.7600, 12.6265, 17.7186, 80.6667, 4.0000, 0.0000, 0.6558
18, 10343, 3.7576, 4.0000, 0.0015, 0.0213, 8.0000, 0.4394, -636.9500, 2052.9308, 11.5000, 22.0000, 0.0004, 0.5882, 129.7578, 0.8138, 0.1596, 15.0000, 0.0213, 8.6104, 1.5909, 6.4848, 3.1000, 49.9141, 9.3700, 11.7627, 15.4667, 77.0667, 4.0000, 0.0053, 0.7353
19, 10722, 3.9554, 4.0000, 0.0009, 0.0221, 6.9000, 0.4464, -815.9500, 1913.6134, 13.5000, 28.0000, 0.0003, 0.5268, 138.7117, 0.8109, 0.1670, 29.0000, 0.0187, 9.3960, 1.5089, 6.3571, 8.8000, 50.7596, 8.6900, 13.1354, 16.5571, 72.0920, 6.0000, 0.0000, 0.6786
20, 11312, 4.2979, 4.0000, 0.0007, 0.0365, 9.4000, 0.3404, -580.4000, 1979.5040, 9.0000, 20.1429, 0.0003, 0.5352, 98.1948, 0.7888, 0.1538, 36.0000, 0.0235, 9.5859, 1.5674, 7.7234, 3.1000, 53.7900, 9.1900, 10.7607, 14.8657, 101.8384, 10.0000, 0.0156, 0.6761
21, 12082, 4.2121, 4.0000, 0.0004, 0.0231, 9.9000, 0.4394, -765.0200, 2338.6051, 12.0000, 26.4000, 0.0002, 0.5912, 98.0340, 0.8139, 0.1515, 26.0000, 0.0244, 9.3929, 1.7121, 7.1667, 3.1000, 35.1935, 9.7900, 14.9090, 19.9539, 102.0054, 13.0000, 0.0116, 0.7080
22, 12864, 3.9481, 4.0000, 0.0004, 0.0301, 10.5000, 0.3506, -552.5300, 2571.4969, 9.0000, 19.2500, 0.0002, 0.4969, 150.3105, 0.8105, 0.1483, 26.0000, 0.0379, 9.9709, 1.5455, 7.6558, 6.2000, 56.5508, 9.6600, 10.1539, 14.9727, 66.5289, 15.0000, 0.0089, 0.6226
23, 13764, 3.9649, 4.0000, 0.0013, 0.0256, 8.5000, 0.3684, -406.9600, 2200.9393, 7.0000, 14.2500, 0.0003, 0.5126, 125.6973, 0.7684, 0.1579, 24.0000, 0.0211, 9.4796, 1.6053, 7.3246, 6.9000, 56.5660, 8.1900, 8.9096, 14.4719, 79.5562, 9.0000, 0.0466, 0.6723
1, 0, 5.6250, 4.0000, 0.0000, 0.0208, 11.3000, 0.1250, -255108.3400, 1950.0928, 15.0000, 8619.0000, 0.0000, 0.1354, 124.9912, 0.7985, 0.1646, 1.0000, 0.0429, 11.4211, 1.8750, 8.0000, 15.9000, 48.1887, 433.2100, 6.5432, 3453.7309, 80.0056, 414.0000, 0.0137, 0.2379
2, 51, 4.6757, 4.0000, 0.0018, 0.0227, 9.5000, 0.3243, -1315.4000, 1712.9981, 25.5000, 45.0000, 0.0008, 0.6739, 113.4216, 0.8229, 0.1550, 4.0000, 0.0775, 7.8254, 1.7027, 7.6216, 14.6000, 25.2314, 10.6700, 18.9319, 25.1111, 88.1667, 5.0000, 0.0000, 0.8043
3, 274, 4.7100, 4.0000, 0.0005, 0.0163, 9.4000, 0.4200, -724.1700, 3139.8888, 13.5000, 25.0000, 0.0002, 0.6250, 123.8905, 0.8203, 0.1536, 24.0000, 0.0212, 9.0712, 1.6800, 6.8400, 3.1000, 39.3320, 9.8900, 13.9840, 16.8000, 80.7164, 8.0000, 0.0098, 0.7308
4, 889, 4.3846, 4.0000, 0.0016, 0.0113, 6.8000, 0.4176, -526.1000, 1864.4886, 9.0000, 18.2000, 0.0004, 0.5312, 156.2500, 0.7868, 0.1679, 18.0000, 0.0340, 9.2104, 1.6484, 6.7692, 8.2000, 48.9115, 9.4700, 10.9585, 15.6316, 64.0000, 5.0000, 0.0340, 0.6875
5, 1422, 5.0328, 4.0000, 0.0021, 0.0198, 7.8000, 0.3770, -437.5000, 1644.3495, 7.0000, 15.2500, 0.0006, 0.5312, 151.3672, 0.8192, 0.1610, 6.0000, 0.0282, 8.6785, 1.5082, 6.6066, 3.1000, 63.7628, 9.3300, 8.1542, 12.0016, 66.0645, 4.0000, 0.0000, 0.7031
6, 1779, 4.9144, 4.0000, 0.0007, 0.0197, 7.2000, 0.4278, -490.1000, 1704.3289, 7.0000, 17.0000, 0.0002, 0.3434, 144.8832, 0.8139, 0.1664, 35.0000, 0.0273, 10.8797, 1.4652, 7.0267, 4.9000, 65.6206, 8.1500, 8.3298, 10.8642, 69.0211, 10.0000, 0.0000, 0.5152
7, 2846, 4.7465, 4.0000, 0.0004, 0.0162, 9.0000, 0.3779, -1055.1400, 2337.4726, 18.0000, 36.1667, 0.0002, 0.4664, 168.5133, 0.8185, 0.1562, 19.0000, 0.0531, 10.3264, 1.6221, 6.9677, 3.1000, 32.8945, 9.6100, 17.6560, 21.8399, 59.3425, 13.0000, 0.0062, 0.5919
8, 4149, 4.4970, 4.0000, 0.0007, 0.0232, 6.9000, 0.3669, -987.6600, 2072.4791, 14.5000, 33.8000, 0.0002, 0.4483, 203.4615, 0.7850, 0.1676, 27.0000, 0.0386, 10.2633, 1.4675, 6.4260, 3.1000, 48.3813, 8.7600, 14.9080, 18.4904, 49.1494, 10.0000, 0.0243, 0.5862
9, 5059, 5.0250, 4.0000, 0.0004, 0.0265, 8.2000, 0.3031, -932.8000, 2473.9688, 14.0000, 32.0000, 0.0001, 0.4788, 89.9908, 0.7920, 0.1607, 65.0000, 0.0620, 10.1893, 1.6250, 7.3906, 5.7000, 36.8800, 9.1000, 16.0650, 19.8000, 111.1224, 17.0000, 0.0197, 0.6212
10, 6836, 4.7368, 4.0000, 0.0006, 0.0284, 6.0000, 0.3765, -597.6000, 2076.6156, 13.5000, 20.5833, 0.0001, 0.4280, 137.1709, 0.7848, 0.1737, 39.0000, 0.0523, 10.4215, 1.4494, 6.6842, 5.5000, 63.3243, 7.8500, 9.5403, 13.7394, 72.9018, 8.0000, 0.0131, 0.5837
11, 8140, 4.8230, 4.0000, 0.0004, 0.0327, 8.6000, 0.3142, -1323.0800, 2299.6209, 18.0000, 45.2000, 0.0001, 0.5238, 121.4370, 0.7868, 0.1585, 31.0000, 0.0596, 9.9888, 1.5354, 7.3584, 6.7000, 31.0623, 9.8400, 20.1557, 23.9207, 82.3472, 10.0000, 0.0221, 0.6450
12, 9367, 5.1976, 4.0000, 0.0005, 0.0267, 8.6000, 0.3473, -603.0200, 2603.5012, 8.0000, 20.8750, 0.0001, 0.5862, 108.9972, 0.7988, 0.1581, 25.0000, 0.0431, 9.5636, 1.6347, 7.6108, 6.0000, 47.3487, 9.3000, 11.8411, 15.0566, 91.7455, 8.0000, 0.0164, 0.7011
13, 10344, 4.6878, 4.0000, 0.0005, 0.0161, 8.0000, 0.3854, -997.1700, 2444.6416, 19.0000, 34.1667, 0.0002, 0.4929, 181.0382, 0.8140, 0.1615, 43.0000, 0.0499, 10.1441, 1.6537, 7.0195, 3.1000, 32.2563, 9.6700, 17.2482, 20.8862, 55.2370, 15.0000, 0.0085, 0.6161
14, 11530, 4.8135, 4.0000, 0.0004, 0.0150, 9.2000, 0.3810, -916.8500, 1976.7709, 13.0000, 31.5000, 0.0001, 0.4308, 135.5030, 0.8033, 0.1556, 43.0000, 0.0353, 10.4727, 1.7183, 7.5000, 3.1000, 29.4982, 9.5700, 16.9704, 21.9651, 73.7991, 25.0000, 0.0261, 0.5769
15, 13063, 4.6821, 4.0000, 0.0007, 0.0207, 8.6000, 0.3709, -1102.4800, 1902.3853, 19.0000, 37.7500, 0.0002, 0.4774, 142.3517, 0.8065, 0.1578, 27.0000, 0.0484, 9.9767, 1.6424, 7.1126, 3.1000, 29.5731, 9.8900, 18.5126, 23.8417, 70.2485, 9.0000, 0.0150, 0.6194
16, 13934, 4.7170, 4.0000, 0.0012, 0.0126, 8.1000, 0.3962, -613.2500, 1917.1916, 11.0000, 21.2000, 0.0003, 0.5405, 97.3947, 0.8239, 0.1604, 24.0000, 0.0440, 9.2633, 1.6132, 7.3019, 3.1000, 48.8396, 9.3800, 11.7138, 14.8951, 102.6750, 5.0000, 0.0031, 0.7027
17, 14573, 4.9028, 4.0000, 0.0006, 0.0284, 7.2000, 0.3750, -568.1300, 2231.5550, 8.0000, 19.6364, 0.0001, 0.5156, 116.1481, 0.7931, 0.1664, 44.0000, 0.0474, 9.9578, 1.4213, 7.1898, 3.1000, 66.6624, 8.2600, 8.8395, 12.2990, 86.0969, 8.0000, 0.0121, 0.6489
18, 15736, 4.9500, 4.0000, 0.0008, 0.0211, 8.5000, 0.3700, -625.0500, 2282.5390, 10.5000, 21.6000, 0.0002, 0.6216, 115.2504, 0.8094, 0.1629, 16.0000, 0.0228, 9.0884, 1.5900, 7.0400, 3.1000, 52.0210, 9.1200, 10.9720, 14.1956, 86.7676, 5.0000, 0.0065, 0.7387
19, 16309, 5.0083, 4.0000, 0.0010, 0.0238, 7.5000, 0.3967, -557.2300, 2068.7463, 10.5000, 19.2857, 0.0002, 0.5929, 100.0000, 0.8016, 0.1658, 27.0000, 0.0245, 9.3040, 1.4050, 7.0083, 5.3000, 70.4305, 7.8600, 7.7299, 10.9735, 100.0000, 3.0000, 0.0054, 0.7286
20, 16983, 4.8750, 4.0000, 0.0005, 0.0327, 9.0000, 0.3625, -415.1400, 2610.0894, 5.0000, 14.5455, 0.0001, 0.5964, 141.5300, 0.8025, 0.1558, 38.0000, 0.0237, 9.5852, 1.6062, 7.4813, 6.1000, 56.1826, 9.1100, 9.0365, 12.5682, 70.6564, 6.0000, 0.0090, 0.6928
21, 17872, 5.1830, 4.0000, 0.0007, 0.0260, 6.9000, 0.3725, -490.4900, 2423.7565, 6.0000, 17.0000, 0.0001, 0.5375, 120.3125, 0.7846, 0.1680, 30.0000, 0.0237, 9.6982, 1.5033, 7.1176, 5.0000, 62.4035, 8.3300, 8.7786, 12.5516, 83.1169, 7.0000, 0.0213, 0.6687
22, 18720, 4.8049, 4.0000, 0.0006, 0.0244, 7.7000, 0.3780, -679.7800, 2483.4132, 10.5000, 23.4286, 0.0002, 0.5269, 103.9836, 0.8022, 0.1633, 40.0000, 0.0222, 9.7444, 1.5793, 6.7683, 5.3000, 49.4489, 8.0100, 12.1825, 16.6885, 96.1690, 5.0000, 0.0100, 0.6647
23, 19623, 4.9425, 4.0000, 0.0004, 0.0236, 7.7000, 0.3482, -501.0000, 2585.7914, 6.5000, 17.3889, 0.0001, 0.4909, 113.3998, 0.7992, 0.1638, 68.0000, 0.0365, 10.2654, 1.5144, 7.4409, 5.0000, 61.0690, 8.4000, 9.0613, 12.5786, 88.1836, 9.0000, 0.0135, 0.6098
24, 21409, 4.7572, 4.0000, 0.0007, 0.0315, 8.1000, 0.3333, -785.0100, 1845.1053, 10.5000, 27.0000, 0.0002, 0.3929, 132.2751, 0.8040, 0.1614, 46.0000, 0.0415, 10.6586, 1.4033, 8.2798, 5.8000, 60.7115, 8.1700, 11.4988, 15.4091, 75.6000, 3.0000, 0.0031, 0.5516
25, 22713, 4.6154, 4.0000, 0.0007, 0.0197, 8.2000, 0.3462, -627.0000, 2039.7287, 11.0000, 21.6667, 0.0002, 0.5221, 120.0260, 0.8121, 0.1603, 19.0000, 0.0460, 9.6371, 1.6615, 7.2462, 3.1000, 44.2772, 8.6600, 12.4662, 16.0513, 83.3153, 8.0000, 0.0079, 0.6618
26, 23477, 4.5238, 4.0000, 0.0007, 0.0189, 7.7000, 0.3690, -815.0400, 2339.2009, 14.0000, 28.0000, 0.0002, 0.4598, 144.6690, 0.8116, 0.1632, 27.0000, 0.0421, 10.1070, 1.6190, 7.0655, 6.4000, 41.4436, 9.3800, 14.4348, 17.1524, 69.1233, 9.0000, 0.0063, 0.6092
27, 24430, 4.9015, 4.0000, 0.0003, 0.0243, 8.5000, 0.3586, -636.4600, 2468.6928, 8.0000, 22.0000, 0.0001, 0.4490, 122.1840, 0.8076, 0.1592, 92.0000, 0.0296, 10.4938, 1.5758, 7.1768, 4.5000, 51.1959, 8.4500, 11.5839, 15.1636, 81.8438, 17.0000, 0.0088, 0.5752
28, 26694, 4.7093, 4.0000, 0.0007, 0.0281, 9.1000, 0.3023, -408.6900, 2090.1168, 6.0000, 14.3333, 0.0004, 0.5761, 148.8658, 0.7896, 0.1543, 18.0000, 0.0521, 9.1276, 1.6163, 7.9302, 7.2000, 55.5495, 9.3200, 9.0721, 13.1752, 67.1746, 4.0000, 0.0281, 0.6957
29, 27196, 4.2676, 4.0000, 0.0004, 0.0262, 8.1000, 0.3732, -586.1900, 2180.5639, 8.0000, 20.2857, 0.0002, 0.4832, 211.7022, 0.8020, 0.1606, 27.0000, 0.0436, 10.0515, 1.5423, 6.9930, 6.2000, 55.7704, 8.1400, 10.5200, 13.7481, 47.2362, 5.0000, 0.0112, 0.6040
30, 28002, 4.8453, 4.0000, 0.0004, 0.0222, 8.0000, 0.3260, -751.2400, 2788.2848, 17.5000, 25.8571, 0.0001, 0.5319, 130.7153, 0.7959, 0.1615, 27.0000, 0.0561, 9.9252, 1.5249, 7.5470, 5.3000, 51.5867, 8.7000, 12.4877, 16.7517, 76.5022, 4.0000, 0.0203, 0.6436
31, 29039, 4.9826, 5.0000, 0.0008, 0.0193, 10.3000, 0.3217, -469.3100, 2657.1620, 8.0000, 16.4286, 0.0002, 0.5656, 127.6539, 0.8218, 0.1492, 22.0000, 0.0580, 9.3690, 1.5739, 7.9652, 7.4000, 57.0070, 9.6300, 9.3893, 13.5280, 78.3368, 6.0000, 0.0097, 0.6967
32, 29766, 4.7889, 4.0000, 0.0004, 0.0210, 6.8000, 0.3819, -723.6900, 3248.1643, 11.5000, 24.8750, 0.0001, 0.5459, 124.1569, 0.7929, 0.1688, 35.0000, 0.0438, 9.8825, 1.4724, 7.3367, 6.0000, 57.0251, 8.5300, 11.4851, 15.1761, 80.5432, 8.0000, 0.0173, 0.6570
33, 30865, 4.7778, 4.0000, 0.0039, 0.0189, 8.6000, 0.3556, -651.0000, 2066.4739, 12.0000, 22.5000, 0.0010, 0.6383, 90.5387, 0.8258, 0.1553, 6.0000, 0.0492, 7.8418, 1.5556, 7.0889, 10.1000, 52.3975, 10.4600, 11.5406, 15.2222, 110.4500, 3.0000, 0.0000, 0.8085
34, 31132, 4.8421, 4.0000, 0.0007, 0.0303, 8.5000, 0.2690, -708.4500, 2155.5436, 10.5000, 24.4286, 0.0002, 0.4859, 138.5298, 0.7860, 0.1618, 24.0000, 0.0616, 9.9998, 1.4620, 8.1696, 3.1000, 58.3558, 8.5900, 11.1886, 15.1515, 72.1866, 5.0000, 0.0219, 0.6271
35, 32093, 4.8652, 4.0000, 0.0012, 0.0240, 6.4000, 0.3121, -451.5600, 1270.1817, 6.0000, 15.6667, 0.0003, 0.3533, 165.3333, 0.7775, 0.1707, 23.0000, 0.0733, 10.5177, 1.3617, 8.0993, 6.4000, 75.7333, 7.4700, 6.5881, 8.5362, 60.4839, 5.0000, 0.0278, 0.5400
36, 32887, 5.3390, 5.0000, 0.0027, 0.0131, 10.7000, 0.4068, -564.6600, 1875.6672, 11.5000, 19.6667, 0.0007, 0.5806, 104.0583, 0.8381, 0.1462, 16.0000, 0.0522, 8.4012, 1.8644, 7.7966, 7.8000, 29.1445, 10.2100, 14.0800, 20.7480, 96.1000, 7.0000, 0.0026, 0.7581
37, 33273, 4.8780, 4.0000, 0.0005, 0.0265, 7.2000, 0.3171, -593.6600, 2359.8678, 7.0000, 20.5000, 0.0001, 0.5070, 118.9832, 0.7887, 0.1662, 31.0000, 0.0637, 9.9868, 1.5073, 7.6732, 4.9000, 58.5085, 8.5500, 10.1913, 13.8585, 84.0455, 9.0000, 0.0186, 0.6419
38, 34407, 4.9244, 4.0000, 0.0003, 0.0244, 6.2000, 0.4076, -575.1800, 2321.5694, 8.5000, 19.8333, 0.0002, 0.4378, 161.2877, 0.8030, 0.1726, 69.0000, 0.0402, 10.5428, 1.4706, 6.5588, 5.5000, 62.2924, 8.1700, 9.4979, 12.6392, 62.0010, 9.0000, 0.0000, 0.5663
39, 35679, 4.6986, 4.0000, 0.0005, 0.0274, 7.8000, 0.3562, -796.4800, 2601.6208, 10.5000, 27.3750, 0.0001, 0.5022, 114.1105, 0.7938, 0.1638, 39.0000, 0.0457, 10.0226, 1.4521, 7.5571, 5.1000, 56.2055, 9.0300, 12.2205, 15.8815, 87.6344, 9.0000, 0.0150, 0.6388
40, 36885, 4.6385, 4.0000, 0.0005, 0.0259, 6.6000, 0.3692, -949.6800, 2491.0323, 13.5000, 32.5000, 0.0002, 0.5522, 144.7984, 0.7816, 0.1710, 17.0000, 0.0575, 9.5715, 1.3538, 7.5923, 6.0000, 59.3121, 9.3700, 13.0604, 16.0769, 69.0615, 4.0000, 0.0216, 0.6716
41, 37584, 4.6568, 4.0000, 0.0010, 0.0194, 8.0000, 0.4024, -611.1200, 1571.0315, 10.5000, 21.1250, 0.0003, 0.3729, 137.2530, 0.8071, 0.1612, 31.0000, 0.0327, 10.4680, 1.5266, 7.1302, 6.6000, 56.2405, 8.1600, 10.6630, 13.8938, 72.8581, 5.0000, 0.0122, 0.5593
42, 38567, 4.9189, 4.0000, 0.0021, 0.0181, 8.8000, 0.3649, -532.4100, 1660.1394, 8.5000, 18.5000, 0.0005, 0.5256, 121.6305, 0.8217, 0.1558, 15.0000, 0.0293, 8.9070, 1.5946, 7.2297, 8.1000, 53.1548, 8.0000, 10.4412, 15.5081, 82.2162, 4.0000, 0.0045, 0.7051
43, 39013, 4.7127, 4.0000, 0.0003, 0.0163, 7.5000, 0.3646, -581.7900, 2896.3055, 8.0000, 20.1111, 0.0001, 0.5316, 119.6676, 0.8098, 0.1644, 30.0000, 0.0497, 9.9713, 1.5801, 7.3923, 5.0000, 52.7449, 8.8700, 10.8986, 15.3373, 83.5648, 11.0000, 0.0096, 0.6368
44, 40062, 4.8930, 4.0000, 0.0005, 0.0218, 7.0000, 0.3743, -448.2900, 2637.3506, 6.5000, 15.5833, 0.0001, 0.4925, 149.9962, 0.7884, 0.1670, 31.0000, 0.0598, 10.1094, 1.4973, 7.5455, 4.8000, 64.3441, 8.1400, 8.1559, 11.7948, 66.6684, 5.0000, 0.0228, 0.6181
45, 41119, 5.3077, 4.0000, 0.0006, 0.0149, 5.3000, 0.3077, -1287.2200, 2951.6679, 23.5000, 44.0000, 0.0003, 0.8222, 69.1358, 0.8238, 0.1609, 2.0000, 0.0536, 7.5257, 1.3846, 6.3846, 14.6000, 76.5015, 10.7300, 5.8185, 25.7818, 144.6429, 3.0000, 0.0000, 0.8889
46, 41189, 4.8738, 4.0000, 0.0005, 0.0168, 8.2000, 0.3689, -844.3900, 2406.5050, 14.0000, 29.0000, 0.0003, 0.5630, 134.1713, 0.8193, 0.1642, 18.0000, 0.0633, 9.3897, 1.6117, 6.7767, 3.1000, 44.3531, 9.5900, 13.4700, 18.4966, 74.5316, 6.0000, 0.0000, 0.6891
47, 41786, 5.0833, 4.0000, 0.0010, 0.0157, 7.6000, 0.3611, -696.8200, 1848.7705, 13.5000, 24.0000, 0.0003, 0.4867, 150.2222, 0.8072, 0.1639, 25.0000, 0.0602, 9.8286, 1.5208, 7.6528, 5.5000, 53.8125, 9.0400, 11.7158, 14.8778, 66.5680, 7.0000, 0.0133, 0.6400
48, 42619, 4.8319, 4.0000, 0.0007, 0.0158, 6.7000, 0.3805, -823.7000, 2615.8213, 13.5000, 28.2500, 0.0002, 0.5812, 102.2719, 0.7950, 0.1688, 20.0000, 0.0363, 9.2722, 1.4690, 7.4071, 6.0000, 53.8816, 8.5500, 12.7620, 16.2558, 97.7786, 3.0000, 0.0205, 0.7094
49, 43256, 4.9504, 4.0000, 0.0010, 0.0220, 8.3000, 0.3617, -581.7600, 1855.7850, 12.0000, 20.1429, 0.0003, 0.5000, 147.9182, 0.7866, 0.1598, 28.0000, 0.0354, 9.7686, 1.6241, 7.6099, 3.1000, 48.9900, 9.1200, 11.4303, 16.0004, 67.6049, 9.0000, 0.0317, 0.6486
50, 44079, 5.0521, 4.0000, 0.0014, 0.0148, 6.2000, 0.3750, -698.5600, 1633.5562, 12.5000, 24.0000, 0.0003, 0.5800, 100.0000, 0.7819, 0.1719, 23.0000, 0.0296, 9.0402, 1.5208, 7.4062, 7.2000, 53.8125, 8.6200, 11.7158, 16.2667, 100.0000, 4.0000, 0.0314, 0.7300
51, 44623, 4.9904, 4.0000, 0.0005, 0.0263, 9.8000, 0.2885, -753.2200, 2322.1954, 13.5000, 26.0000, 0.0003, 0.5463, 145.7476, 0.8043, 0.1513, 6.0000, 0.0329, 9.4290, 1.6250, 7.7019, 3.1000, 42.9700, 10.0400, 13.7250, 18.8615, 68.6118, 9.0000, 0.0181, 0.6667
52, 45234, 4.9652, 4.0000, 0.0014, 0.0241, 8.5000, 0.3130, -552.5500, 1366.5405, 8.0000, 19.1667, 0.0004, 0.4711, 136.6027, 0.7952, 0.1581, 30.0000, 0.0271, 9.6488, 1.5565, 7.0609, 3.1000, 55.6991, 8.6300, 10.2520, 14.6232, 73.2050, 5.0000, 0.0226, 0.6446
53, 45901, 5.0303, 4.0000, 0.0008, 0.0341, 8.2000, 0.3232, -473.9800, 2565.6086, 7.0000, 16.5000, 0.0003, 0.5524, 186.8481, 0.7616, 0.1595, 29.0000, 0.0376, 9.4039, 1.4949, 7.3131, 5.5000, 63.6148, 8.2100, 8.4854, 11.0444, 53.5194, 4.0000, 0.0448, 0.6667
54, 46462, 4.5914, 4.0000, 0.0014, 0.0284, 7.0000, 0.4086, -675.2800, 1455.2030, 12.0000, 23.2500, 0.0004, 0.5361, 148.7937, 0.8053, 0.1663, 18.0000, 0.0325, 9.2038, 1.4946, 6.7849, 7.2000, 56.7911, 9.1800, 11.1141, 14.4613, 67.2071, 8.0000, 0.0000, 0.6907
55, 46958, 5.0744, 4.0000, 0.0004, 0.0386, 8.2000, 0.3802, -582.4600, 2813.5305, 8.0000, 20.1667, 0.0002, 0.6066, 126.3101, 0.7955, 0.1594, 32.0000, 0.0306, 9.2857, 1.5041, 7.2727, 5.5000, 59.1162, 8.7800, 10.0238, 14.3477, 79.1702, 4.0000, 0.0064, 0.7131
