0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10, 6274, 4.8481, 4.0000, 0.0016, 0.0223, 8.8000, 0.3418, -1154.0400, 2075.4877, 20.0000, 39.5000, 0.0004, 0.5926, 118.8843, 0.8218, 0.1559, 11.0000, 0.0223, 8.7847, 1.6203, 6.9494, 7.2000, 29.6691, 10.4700, 18.9340, 22.8886, 84.1154, 5.0000, 0.0000, 0.7407
11, 6726, 4.4314, 4.0000, 0.0015, 0.0393, 7.3000, 0.3529, -741.5400, 1721.5177, 12.5000, 25.5000, 0.0004, 0.4623, 172.6593, 0.7846, 0.1648, 13.0000, 0.0562, 9.6087, 1.4608, 6.6275, 6.0000, 57.3701, 8.9200, 11.5923, 13.7294, 57.9175, 6.0000, 0.0112, 0.6321
12, 7263, 4.9693, 3.0000, 0.0009, 0.0229, 4.7000, 0.4172, -679.2200, 1528.1251, 19.0000, 23.2857, 0.0003, 0.3412, 156.4014, 0.7778, 0.1824, 31.0000, 0.0097, 10.7801, 1.4908, 6.4785, 6.9000, 57.0785, 7.4900, 11.0828, 14.7131, 63.9381, 9.0000, 0.0169, 0.5176
13, 8094, 4.6452, 4.0000, 0.0006, 0.0285, 8.3000, 0.3629, -1208.9100, 2667.2225, 18.5000, 41.3333, 0.0002, 0.5556, 117.1580, 0.7898, 0.1592, 31.0000, 0.0315, 9.4679, 1.4597, 7.0242, 7.8000, 41.3930, 10.0700, 17.7542, 22.0172, 85.3548, 5.0000, 0.0150, 0.6825
14, 8763, 4.8250, 4.0000, 0.0028, 0.0315, 10.7000, 0.3250, -1166.4100, 1844.4397, 19.5000, 40.0000, 0.0005, 0.8000, 50.0000, 0.8243, 0.1441, 9.0000, 0.0360, 7.3275, 1.6250, 7.1500, 13.0000, 28.7600, 11.1500, 19.1850, 25.0000, 200.0000, 3.0000, 0.0000, 0.9000
15, 8988, 4.5430, 5.0000, 0.0008, 0.0259, 11.3000, 0.3377, -875.7400, 1923.2906, 13.5000, 30.2000, 0.0003, 0.4487, 166.8310, 0.8205, 0.1449, 18.0000, 0.0551, 10.0899, 1.5430, 7.5894, 8.2000, 45.6403, 10.2000, 14.3959, 17.9078, 59.9409, 8.0000, 0.0043, 0.6026
16, 9916, 4.8962, 4.0000, 0.0012, 0.0274, 8.2000, 0.3774, -1031.3700, 1969.0076, 17.0000, 35.3333, 0.0004, 0.5505, 92.5848, 0.8116, 0.1592, 22.0000, 0.0291, 9.1840, 1.5000, 7.2358, 6.4000, 44.0717, 9.3000, 15.8900, 18.2843, 108.0091, 5.0000, 0.0017, 0.7156
17, 10503, 4.7611, 4.0000, 0.0010, 0.0264, 8.8000, 0.3805, -821.0700, 2481.8786, 14.0000, 28.2500, 0.0002, 0.6068, 115.4211, 0.8062, 0.1566, 31.0000, 0.0310, 9.1473, 1.4336, 7.2920, 3.1000, 56.8763, 9.6300, 12.3443, 15.1938, 86.6392, 6.0000, 0.0047, 0.7350
18, 11151, 4.4103, 4.0000, 0.0003, 0.0246, 7.3000, 0.4188, -1025.7400, 1913.0491, 30.0000, 35.1000, 0.0001, 0.3464, 125.7763, 0.8015, 0.1661, 87.0000, 0.0246, 11.1542, 1.4444, 6.4359, 5.7000, 49.0085, 8.2400, 15.1434, 17.9146, 79.5062, 20.0000, 0.0042, 0.4972
19, 13068, 4.2689, 4.0000, 0.0009, 0.0266, 6.6000, 0.4622, -692.0200, 2150.6056, 11.0000, 23.8000, 0.0002, 0.5565, 152.1852, 0.8028, 0.1690, 31.0000, 0.0250, 9.4402, 1.3782, 6.3866, 7.6000, 66.0864, 7.7500, 9.9542, 13.2175, 65.7094, 5.0000, 0.0016, 0.6855
20, 13710, 4.5038, 4.0000, 0.0011, 0.0294, 9.1000, 0.4198, -759.9900, 1755.0710, 14.5000, 26.2000, 0.0003, 0.5037, 98.7654, 0.7941, 0.1551, 40.0000, 0.0348, 9.5632, 1.4046, 6.6260, 7.6000, 61.4145, 8.8000, 11.2020, 13.5334, 101.2500, 10.0000, 0.0080, 0.6741
21, 14461, 4.2034, 4.0000, 0.0009, 0.0262, 8.1000, 0.3729, -1149.9600, 1883.1650, 18.0000, 39.3333, 0.0003, 0.4959, 185.7797, 0.8136, 0.1602, 22.0000, 0.0324, 9.6975, 1.4831, 6.8559, 8.8000, 41.4456, 9.8900, 17.2500, 21.4960, 53.8272, 4.0000, 0.0000, 0.6364
22, 15113, 4.3611, 4.0000, 0.0003, 0.0235, 7.5000, 0.4206, -815.2800, 2109.9137, 11.0000, 28.0000, 0.0001, 0.4479, 117.7681, 0.8120, 0.1645, 78.0000, 0.0321, 10.4556, 1.4048, 6.7579, 6.4000, 59.5721, 8.2600, 11.9062, 14.6921, 84.9127, 12.0000, 0.0000, 0.5792
23, 16520, 4.3627, 4.0000, 0.0005, 0.0261, 7.7000, 0.4819, -802.2900, 2358.4649, 18.0000, 27.5714, 0.0002, 0.5176, 122.2191, 0.8110, 0.1629, 61.0000, 0.0149, 9.9509, 1.5026, 6.5596, 6.9000, 51.7308, 9.0500, 12.8934, 17.2462, 81.8202, 14.0000, 0.0000, 0.6432
24, 17597, 4.3448, 4.0000, 0.0010, 0.0251, 9.2000, 0.4276, -842.8500, 2275.0783, 14.5000, 29.0000, 0.0002, 0.5034, 155.8488, 0.8150, 0.1551, 46.0000, 0.0215, 9.7589, 1.4414, 6.5793, 3.1000, 55.4593, 8.6800, 12.7283, 16.2897, 64.1647, 9.0000, 0.0000, 0.6510
25, 18438, 4.1871, 4.0000, 0.0008, 0.0306, 8.1000, 0.3977, -708.7900, 2017.1142, 13.5000, 24.4286, 0.0002, 0.4629, 134.5306, 0.8087, 0.1607, 49.0000, 0.0230, 10.0579, 1.5029, 6.2398, 5.3000, 54.8926, 8.3700, 11.6716, 15.1515, 74.3325, 9.0000, 0.0000, 0.6171
26, 19356, 4.5970, 4.0000, 0.0016, 0.0317, 9.7000, 0.3582, -1966.9000, 2064.1218, 33.0000, 67.0000, 0.0003, 0.7059, 82.1799, 0.8122, 0.1508, 10.0000, 0.0265, 8.2599, 1.5522, 6.6567, 11.2000, 7.5106, 11.6000, 28.8564, 32.7701, 121.6842, 4.0000, 0.0053, 0.8235
27, 19737, 4.4151, 4.0000, 0.0015, 0.0281, 7.3000, 0.4528, -1032.6000, 1718.1091, 18.5000, 35.3333, 0.0005, 0.4630, 116.5981, 0.8070, 0.1649, 28.0000, 0.0193, 9.5323, 1.5000, 6.4245, 10.5000, 44.0717, 9.1900, 15.8900, 19.7937, 85.7647, 8.0000, 0.0000, 0.6481
28, 20310, 5.0096, 4.0000, 0.0007, 0.0307, 5.6000, 0.4327, -758.4100, 2858.0867, 10.5000, 26.0000, 0.0002, 0.6574, 87.4486, 0.7902, 0.1754, 29.0000, 0.0344, 8.9315, 1.3942, 6.6058, 6.7000, 62.4931, 8.5800, 11.0019, 13.0923, 114.3529, 4.0000, 0.0036, 0.7685
29, 20866, 4.4731, 4.0000, 0.0008, 0.0220, 7.5000, 0.4790, -810.4100, 2184.9897, 19.5000, 27.8333, 0.0002, 0.5407, 112.2228, 0.8134, 0.1646, 44.0000, 0.0252, 9.6714, 1.5389, 6.7485, 5.5000, 48.3914, 9.1500, 13.4243, 16.8818, 89.1084, 10.0000, 0.0000, 0.6802
30, 21823, 3.8571, 4.0000, 0.0008, 0.0367, 7.1000, 0.4622, -867.5100, 1760.7297, 14.5000, 29.7500, 0.0004, 0.4180, 219.0271, 0.7943, 0.1659, 34.0000, 0.0303, 10.1086, 1.4454, 6.2269, 8.1000, 54.3598, 8.7400, 13.0680, 16.2697, 45.6564, 8.0000, 0.0032, 0.5738
31, 22453, 4.4651, 4.0000, 0.0004, 0.0302, 9.2000, 0.4302, -938.9200, 1888.0063, 14.0000, 32.2500, 0.0001, 0.4053, 162.9936, 0.8148, 0.1550, 76.0000, 0.0267, 10.7168, 1.4922, 6.6822, 6.6000, 47.8571, 8.7600, 14.5960, 17.3961, 61.3521, 16.0000, 0.0000, 0.5455
32, 23914, 4.6901, 4.0000, 0.0023, 0.0270, 8.5000, 0.3521, -1035.9900, 1705.0720, 17.5000, 35.5000, 0.0005, 0.5753, 123.8506, 0.7961, 0.1572, 9.0000, 0.0393, 8.6745, 1.5915, 7.1549, 3.1000, 36.1574, 9.5100, 17.0353, 20.9606, 80.7424, 3.0000, 0.0172, 0.7397
33, 24324, 4.7108, 4.0000, 0.0008, 0.0335, 8.3000, 0.3434, -687.5000, 1990.0238, 11.5000, 23.7143, 0.0002, 0.5058, 106.1385, 0.8065, 0.1600, 38.0000, 0.0443, 9.8040, 1.5301, 7.3072, 8.0000, 53.3168, 9.3100, 11.7140, 14.3050, 94.2166, 12.0000, 0.0000, 0.6570
34, 25252, 4.3493, 4.0000, 0.0008, 0.0200, 6.9000, 0.4795, -1067.6300, 2267.5410, 15.5000, 36.5000, 0.0002, 0.4800, 160.8889, 0.8123, 0.1677, 42.0000, 0.0263, 9.9523, 1.5137, 5.9041, 8.1000, 41.7286, 8.9200, 16.5066, 20.0795, 62.1547, 11.0000, 0.0000, 0.6200
35, 26054, 4.6489, 4.0000, 0.0007, 0.0325, 9.0000, 0.4149, -1375.7400, 3533.6737, 17.0000, 47.0000, 0.0003, 0.6354, 108.5069, 0.8126, 0.1549, 17.0000, 0.0249, 8.9115, 1.6915, 6.9787, 8.8000, 16.0300, 11.4000, 22.6996, 26.0340, 92.1600, 10.0000, 0.0000, 0.7500
36, 26580, 4.2632, 3.0000, 0.0021, 0.0191, 3.0000, 0.4605, -741.9000, 1171.8455, 12.0000, 25.3333, 0.0008, 0.4177, 192.2769, 0.7842, 0.1940, 20.0000, 0.0383, 9.3675, 1.2237, 5.1842, 7.8000, 77.5980, 7.0900, 8.7295, 10.1333, 52.0083, 0.0000, 0.0027, 0.6203
37, 26949, 4.8112, 4.0000, 0.0003, 0.0231, 6.8000, 0.4031, -954.3300, 2617.9449, 14.0000, 32.6667, 0.0001, 0.5276, 115.1486, 0.7936, 0.1688, 49.0000, 0.0174, 9.9818, 1.5000, 6.8929, 5.5000, 46.7783, 8.9900, 14.8500, 18.1687, 86.8443, 10.0000, 0.0135, 0.6382
38, 27989, 4.2828, 4.0000, 0.0009, 0.0381, 9.6000, 0.4138, -1056.7800, 1851.3450, 15.0000, 36.2500, 0.0003, 0.4795, 132.2950, 0.8096, 0.1523, 41.0000, 0.0241, 9.7885, 1.4552, 6.8828, 8.8000, 46.9337, 9.2200, 15.7185, 18.3621, 75.5887, 12.0000, 0.0000, 0.6438
39, 28780, 4.6614, 4.0000, 0.0008, 0.0366, 8.1000, 0.3968, -918.1600, 1890.2057, 11.5000, 31.5000, 0.0002, 0.4611, 103.6269, 0.8014, 0.1610, 52.0000, 0.0251, 10.0400, 1.4339, 7.0370, 5.5000, 53.5577, 8.3900, 13.6146, 16.1979, 96.5000, 17.0000, 0.0010, 0.6269
40, 29820, 4.0033, 4.0000, 0.0004, 0.0318, 7.5000, 0.4582, -1092.7200, 1925.4832, 11.0000, 37.3750, 0.0001, 0.3795, 158.1544, 0.8000, 0.1643, 84.0000, 0.0197, 10.9347, 1.4950, 6.3144, 5.0000, 42.4238, 8.9300, 16.6271, 20.4349, 63.2293, 16.0000, 0.0013, 0.5215
41, 31393, 4.0976, 4.0000, 0.0004, 0.0272, 8.1000, 0.4355, -929.6200, 1798.4577, 14.5000, 31.8889, 0.0001, 0.3367, 156.4163, 0.8092, 0.1611, 67.0000, 0.0240, 11.1866, 1.4669, 6.7247, 5.8000, 50.3681, 8.4400, 14.1561, 17.3549, 63.9320, 15.0000, 0.0000, 0.4932
42, 32979, 4.4515, 4.0000, 0.0005, 0.0320, 8.8000, 0.3797, -1154.1400, 2156.8459, 14.0000, 39.5000, 0.0001, 0.4689, 98.4832, 0.8073, 0.1576, 68.0000, 0.0242, 10.1968, 1.4810, 7.2363, 6.2000, 41.4488, 9.3300, 17.2909, 20.6945, 101.5402, 14.0000, 0.0000, 0.6141
43, 34264, 4.3741, 4.0000, 0.0007, 0.0221, 7.4000, 0.4558, -1436.9900, 1974.4755, 19.0000, 49.0000, 0.0002, 0.4800, 143.1111, 0.8133, 0.1646, 43.0000, 0.0135, 9.9523, 1.4422, 6.3061, 7.8000, 35.0918, 9.4400, 20.5377, 25.0422, 69.8758, 10.0000, 0.0000, 0.6200
44, 35081, 4.6599, 4.0000, 0.0007, 0.0299, 6.8000, 0.4150, -857.5500, 2126.3582, 11.0000, 29.4000, 0.0002, 0.5033, 110.2140, 0.7983, 0.1681, 44.0000, 0.0286, 9.7984, 1.4626, 6.9116, 5.7000, 53.2593, 8.4000, 13.1345, 15.2974, 90.7326, 7.0000, 0.0025, 0.6471
45, 35887, 4.0854, 4.0000, 0.0009, 0.0306, 8.2000, 0.4390, -794.6900, 2403.6650, 14.0000, 27.3333, 0.0003, 0.6353, 157.7855, 0.8057, 0.1594, 22.0000, 0.0240, 8.8330, 1.5732, 6.1707, 9.7000, 46.0014, 9.2600, 13.6334, 17.7626, 63.3772, 6.0000, 0.0044, 0.7412
46, 36348, 4.3540, 4.0000, 0.0009, 0.0314, 8.1000, 0.4513, -1100.6700, 2057.8041, 18.0000, 37.6667, 0.0003, 0.5175, 166.2050, 0.8083, 0.1603, 39.0000, 0.0132, 9.4753, 1.4690, 6.8496, 3.1000, 44.3237, 9.2400, 16.4345, 21.0844, 60.1667, 5.0000, 0.0000, 0.6667
47, 36956, 4.5134, 4.0000, 0.0003, 0.0301, 8.9000, 0.4064, -1091.7800, 2132.7321, 19.5000, 37.4000, 0.0001, 0.4263, 123.8227, 0.8081, 0.1569, 98.0000, 0.0233, 10.6758, 1.4626, 7.1043, 5.0000, 45.1408, 9.6500, 16.2543, 19.7728, 80.7606, 23.0000, 0.0000, 0.5526
48, 39017, 4.3801, 4.0000, 0.0005, 0.0510, 10.9000, 0.3333, -1247.6800, 2036.0988, 15.0000, 42.7500, 0.0003, 0.4509, 130.9766, 0.8013, 0.1466, 33.0000, 0.0261, 10.1968, 1.4444, 7.9883, 6.0000, 41.2438, 9.9600, 18.1269, 22.0123, 76.3495, 10.0000, 0.0011, 0.5954
49, 39941, 4.6842, 4.0000, 0.0013, 0.0196, 9.1000, 0.4526, -687.5600, 3233.2526, 12.5000, 23.7500, 0.0003, 0.6122, 156.1849, 0.8217, 0.1551, 18.0000, 0.0232, 9.0000, 1.5263, 6.8526, 3.1000, 53.6024, 9.4900, 11.6830, 14.9737, 64.0267, 7.0000, 0.0036, 0.7347
50, 40505, 4.4939, 4.0000, 0.0004, 0.0357, 7.4000, 0.4251, -717.6500, 2437.4870, 14.5000, 24.7000, 0.0001, 0.4667, 117.4933, 0.7859, 0.1648, 45.0000, 0.0289, 10.3594, 1.4777, 6.7733, 6.1000, 56.7483, 8.5800, 11.4802, 14.5764, 85.1113, 12.0000, 0.0137, 0.5922
51, 41825, 4.5152, 4.0000, 0.0007, 0.0394, 6.5000, 0.4061, -1615.6800, 2004.5564, 18.5000, 55.0000, 0.0002, 0.5120, 128.4657, 0.7808, 0.1700, 41.0000, 0.0160, 9.7879, 1.3515, 7.1394, 6.4000, 36.6718, 9.4100, 21.8079, 24.4242, 77.8418, 6.0000, 0.0099, 0.6566
52, 42640, 4.7108, 4.0000, 0.0005, 0.0294, 7.3000, 0.3735, -805.6200, 2222.6034, 11.0000, 27.6667, 0.0002, 0.4971, 125.8507, 0.7862, 0.1652, 23.0000, 0.0520, 9.9912, 1.5301, 7.4096, 5.5000, 49.3051, 8.7900, 13.2554, 16.8498, 79.4592, 8.0000, 0.0192, 0.6257
1, 0, 3.4000, 4.0000, 0.0071, 0.0769, 19.7000, 0.0000, -781.3600, 1153.5429, 11.0000, 27.0000, 0.0020, 0.5926, 192.0439, 0.7664, 0.1533, 1.0000, 0.0511, 7.0448, 1.8000, 8.4000, 8.8000, 49.4800, 8.4800, 7.6000, 18.2074, 52.0714, 1.0000, 0.0292, 0.7778
2, 29, 3.8696, 4.0000, 0.0010, 0.0358, 6.9000, 0.3913, -833.3100, 1687.3672, 11.0000, 28.6000, 0.0003, 0.4218, 152.7141, 0.7843, 0.1676, 28.0000, 0.0453, 10.1244, 1.4783, 7.0217, 3.1000, 53.7601, 7.8500, 12.6175, 17.8736, 65.4818, 5.0000, 0.0110, 0.5918
3, 731, 4.1913, 4.0000, 0.0007, 0.0233, 8.5000, 0.3552, -887.9700, 2011.9395, 11.0000, 30.5000, 0.0002, 0.4681, 122.7931, 0.8144, 0.1584, 37.0000, 0.0311, 10.0582, 1.6120, 7.3443, 5.5000, 39.5005, 9.3500, 15.3269, 19.1945, 81.4378, 7.0000, 0.0039, 0.6223
4, 1763, 4.3761, 4.0000, 0.0004, 0.0363, 7.9000, 0.3248, -851.6900, 2278.3988, 11.0000, 29.2500, 0.0001, 0.4979, 113.2901, 0.7698, 0.1617, 31.0000, 0.0553, 10.1155, 1.4701, 7.9829, 6.6000, 52.7770, 9.2100, 13.1645, 16.3154, 88.2690, 7.0000, 0.0322, 0.6266
5, 2978, 4.0133, 3.0000, 0.0011, 0.0624, 8.7000, 0.3067, -1094.8700, 2171.2753, 17.5000, 37.5000, 0.0003, 0.4557, 170.6457, 0.7698, 0.1567, 22.0000, 0.0499, 10.0643, 1.4533, 7.6200, 3.1000, 45.8205, 9.0900, 16.1843, 20.0667, 58.6009, 2.0000, 0.0097, 0.6076
6, 3702, 4.2500, 3.0000, 0.0007, 0.0478, 6.2000, 0.3750, -994.3900, 2082.0299, 13.0000, 34.0000, 0.0002, 0.5214, 110.2041, 0.7747, 0.1713, 23.0000, 0.0448, 9.6424, 1.3088, 7.3088, 8.1000, 61.5985, 8.5900, 13.1141, 16.8353, 90.7407, 2.0000, 0.0062, 0.6643
7, 4353, 4.2727, 4.0000, 0.0006, 0.0374, 6.2000, 0.3807, -1029.9700, 1854.2425, 18.0000, 35.2000, 0.0002, 0.4611, 114.1975, 0.7766, 0.1719, 47.0000, 0.0374, 10.1111, 1.4091, 7.0795, 5.7000, 51.8979, 8.6300, 14.7653, 18.3982, 87.5676, 4.0000, 0.0140, 0.6111
8, 5211, 4.2611, 4.0000, 0.0005, 0.0443, 7.1000, 0.3889, -1317.4500, 2218.8540, 14.0000, 45.0000, 0.0002, 0.4340, 153.9158, 0.7924, 0.1611, 35.0000, 0.0199, 10.4671, 1.3500, 6.9778, 3.1000, 56.0850, 9.3600, 14.3800, 22.4444, 64.9706, 12.0000, 0.0050, 0.5745
9, 6139, 4.8595, 4.0000, 0.0005, 0.0380, 8.6000, 0.4132, -1953.3500, 2205.4810, 30.5000, 66.5000, 0.0001, 0.4745, 93.5052, 0.7978, 0.1588, 65.0000, 0.0188, 10.2283, 1.4835, 7.5826, 3.1000, 19.9258, 10.6800, 25.5100, 31.8632, 106.9459, 20.0000, 0.0000, 0.6131
10, 7404, 4.0076, 4.0000, 0.0006, 0.0404, 8.6000, 0.3359, -954.3900, 1661.9991, 13.5000, 32.7500, 0.0004, 0.4361, 135.6775, 0.7934, 0.1572, 29.0000, 0.0449, 10.0389, 1.5191, 7.6260, 3.1000, 45.0792, 8.7000, 15.1077, 18.9015, 73.7042, 3.0000, 0.0090, 0.5940
11, 8075, 4.3750, 4.0000, 0.0009, 0.0361, 9.0000, 0.3250, -1168.6000, 2309.2607, 18.0000, 40.0000, 0.0003, 0.5366, 104.4352, 0.7896, 0.1554, 22.0000, 0.0345, 9.4477, 1.6417, 7.9750, 8.8000, 27.3500, 10.2400, 19.3817, 22.6667, 95.7532, 5.0000, 0.0157, 0.6829
12, 8715, 4.2786, 4.0000, 0.0009, 0.0398, 8.3000, 0.3571, -1366.7500, 2188.4416, 19.0000, 46.6667, 0.0002, 0.5634, 111.0891, 0.7984, 0.1591, 37.0000, 0.0412, 9.4722, 1.4286, 7.8857, 7.8000, 38.6112, 10.0700, 19.4671, 23.2381, 90.0179, 8.0000, 0.0027, 0.6972
13, 9447, 4.4605, 4.0000, 0.0007, 0.0343, 8.2000, 0.3092, -1485.3000, 2215.0746, 17.5000, 50.6667, 0.0002, 0.5130, 119.7504, 0.7881, 0.1599, 28.0000, 0.0355, 9.7887, 1.5132, 7.9342, 3.1000, 27.3952, 9.8400, 22.0253, 25.7930, 83.5070, 4.0000, 0.0127, 0.6494
14, 10238, 4.3187, 4.0000, 0.0015, 0.0367, 9.0000, 0.3626, -882.4100, 1804.3438, 15.0000, 30.3333, 0.0004, 0.5319, 110.9099, 0.7984, 0.1548, 19.0000, 0.0224, 9.1165, 1.6044, 7.3956, 3.1000, 40.3148, 9.6800, 15.1719, 18.2872, 90.1633, 7.0000, 0.0102, 0.7021
15, 10732, 4.6000, 4.0000, 0.0020, 0.0225, 7.9000, 0.4154, -1081.4800, 1920.2752, 18.5000, 37.0000, 0.0005, 0.6184, 83.1025, 0.8020, 0.1663, 23.0000, 0.0342, 8.5652, 1.6154, 7.1385, 7.2000, 37.1860, 9.2100, 16.1465, 21.8270, 120.3333, 4.0000, 0.0098, 0.7763
16, 11091, 4.6032, 4.0000, 0.0014, 0.0461, 5.5000, 0.4603, -943.8700, 2418.0615, 16.5000, 32.3333, 0.0003, 0.5859, 95.9086, 0.7984, 0.1683, 16.0000, 0.0215, 8.9969, 1.4603, 6.3016, 6.4000, 61.9771, 8.2700, 9.8317, 20.3560, 104.2660, 7.0000, 0.0000, 0.7374
17, 11398, 4.4182, 4.0000, 0.0023, 0.0288, 9.6000, 0.3273, -526.4500, 2204.0333, 7.5000, 18.3333, 0.0007, 0.6316, 92.3361, 0.8077, 0.1506, 16.0000, 0.0481, 8.1716, 1.7091, 8.4545, 7.8000, 43.6376, 10.6400, 11.7273, 16.0606, 108.3000, 2.0000, 0.0128, 0.7895
18, 11713, 4.5032, 4.0000, 0.0008, 0.0347, 8.1000, 0.4140, -1147.4400, 2062.9483, 20.0000, 39.2500, 0.0002, 0.5031, 90.1863, 0.7978, 0.1603, 44.0000, 0.0383, 9.7426, 1.5541, 6.9363, 5.7000, 35.5160, 9.6500, 18.0564, 22.5790, 110.8816, 12.0000, 0.0048, 0.6604
19, 12552, 4.7255, 4.0000, 0.0017, 0.0372, 8.6000, 0.3039, -739.9200, 2250.8201, 12.0000, 25.5000, 0.0004, 0.5189, 135.2795, 0.7982, 0.1575, 15.0000, 0.0496, 9.2956, 1.5490, 8.0588, 3.1000, 49.9054, 8.7700, 12.6334, 16.4745, 73.9211, 4.0000, 0.0071, 0.6887
20, 13120, 4.5769, 4.0000, 0.0009, 0.0266, 6.5000, 0.4000, -949.7000, 2228.8184, 14.5000, 32.5000, 0.0002, 0.5597, 148.1399, 0.7976, 0.1699, 24.0000, 0.0207, 9.4902, 1.5000, 7.0462, 6.0000, 46.9475, 8.3100, 14.7850, 18.2308, 67.5038, 7.0000, 0.0059, 0.6866
21, 13800, 4.4000, 4.0000, 0.0002, 0.0357, 9.1000, 0.3371, -1711.1700, 3372.3014, 19.5000, 58.3333, 0.0001, 0.5480, 160.2349, 0.7941, 0.1555, 40.0000, 0.0210, 9.8949, 1.5143, 7.5543, 3.1000, 19.5181, 11.1700, 25.0286, 29.2762, 62.4084, 12.0000, 0.0126, 0.6441
22, 14755, 3.7422, 3.0000, 0.0013, 0.0577, 7.9000, 0.2969, -933.1500, 1561.0880, 13.0000, 32.0000, 0.0004, 0.4031, 171.8647, 0.7521, 0.1613, 31.0000, 0.0594, 10.1011, 1.4688, 8.1484, 6.0000, 50.0988, 8.4100, 14.2213, 17.4875, 58.1853, 5.0000, 0.0289, 0.5814
23, 15347, 4.3444, 4.0000, 0.0005, 0.0312, 7.3000, 0.3833, -1318.7600, 2573.9004, 28.5000, 45.0000, 0.0002, 0.4973, 102.1231, 0.7946, 0.1656, 43.0000, 0.0419, 9.9731, 1.5222, 7.1833, 3.1000, 32.3800, 9.7500, 19.9222, 24.2222, 97.9211, 9.0000, 0.0086, 0.6339
24, 16280, 4.8349, 4.0000, 0.0004, 0.0369, 9.4000, 0.3349, -880.4900, 2339.0427, 14.0000, 30.2857, 0.0001, 0.4910, 92.1191, 0.8017, 0.1536, 53.0000, 0.0335, 10.0671, 1.5236, 8.0991, 3.1000, 47.1997, 9.1200, 14.1997, 17.5860, 108.5551, 10.0000, 0.0069, 0.6306
25, 17448, 4.1475, 4.0000, 0.0004, 0.0569, 11.0000, 0.2623, -1656.0400, 3524.0527, 25.0000, 56.5000, 0.0002, 0.6404, 113.8812, 0.7915, 0.1542, 6.0000, 0.0356, 9.1186, 1.5738, 8.7049, 8.8000, 42.7365, 11.5600, 14.8755, 27.9097, 87.8108, 5.0000, 0.0102, 0.7368
26, 17750, 5.9041, 4.0000, 0.0008, 0.0218, 8.9000, 0.3425, -1405.2200, 2928.7901, 23.0000, 48.0000, 0.0002, 0.6837, 70.8038, 0.8086, 0.1576, 14.0000, 0.0319, 8.7337, 1.4932, 8.5342, 3.1000, 43.4670, 10.8500, 16.2642, 23.3667, 141.2353, 5.0000, 0.0000, 0.7959
27, 18165, 4.1765, 3.0000, 0.0004, 0.0479, 6.9000, 0.3765, -2503.1500, 2110.2593, 38.5000, 85.0000, 0.0005, 0.5814, 143.3207, 0.7809, 0.1662, 20.0000, 0.0227, 9.0488, 1.4118, 7.1294, 3.1000, 1.1247, 10.9700, 34.2188, 39.6471, 69.7736, 5.0000, 0.0025, 0.6977
28, 18565, 4.2593, 4.0000, 0.0006, 0.0594, 10.5000, 0.2593, -1581.0500, 1953.0178, 20.0000, 54.0000, 0.0002, 0.3761, 200.8771, 0.7792, 0.1481, 29.0000, 0.0406, 10.9085, 1.5139, 8.5602, 6.0000, 23.9500, 8.8300, 23.3339, 26.7852, 49.7817, 9.0000, 0.0123, 0.5177
29, 19628, 4.6344, 4.0000, 0.0005, 0.0572, 10.3000, 0.2581, -671.1600, 1974.9184, 10.5000, 23.2500, 0.0005, 0.5361, 148.7937, 0.7903, 0.1483, 14.0000, 0.0403, 9.3112, 1.5806, 7.3441, 7.2000, 49.5137, 9.5100, 12.1291, 15.3215, 67.2071, 7.0000, 0.0042, 0.6701
30, 20103, 4.2024, 3.0000, 0.0006, 0.0623, 7.7000, 0.2619, -814.8600, 3323.1126, 10.5000, 28.0000, 0.0005, 0.6395, 154.1374, 0.7195, 0.1610, 12.0000, 0.0649, 8.8838, 1.4167, 8.7143, 3.1000, 58.5650, 7.9600, 12.0467, 14.5333, 64.8772, 1.0000, 0.0571, 0.7326
31, 20491, 4.5869, 4.0000, 0.0002, 0.0451, 8.2000, 0.3333, -1717.2200, 2458.9820, 18.5000, 58.5000, 0.0001, 0.4579, 123.8796, 0.7931, 0.1607, 77.0000, 0.0289, 10.5034, 1.4701, 8.1254, 3.1000, 23.0883, 10.3100, 24.5720, 28.4142, 80.7236, 9.0000, 0.0000, 0.5758
32, 22224, 4.1977, 4.0000, 0.0014, 0.0443, 10.7000, 0.3256, -1255.2700, 1845.3725, 19.0000, 43.0000, 0.0007, 0.5349, 143.3207, 0.8049, 0.1463, 17.0000, 0.0288, 9.1067, 1.4884, 8.6279, 7.2000, 37.2737, 10.3600, 18.7428, 21.8512, 69.7736, 5.0000, 0.0000, 0.6860
33, 22678, 4.1287, 4.0000, 0.0009, 0.0658, 7.9000, 0.2865, -1673.1100, 1622.8376, 18.0000, 57.0000, 0.0003, 0.4509, 124.2942, 0.7652, 0.1615, 31.0000, 0.0547, 10.0433, 1.3275, 8.4035, 6.7000, 36.6747, 9.8400, 22.3043, 25.8409, 80.4543, 3.0000, 0.0050, 0.6185
